"ID","RT","age"
"HAVEN_09MDS30IKD",3.2399,67.77260274
"HAVEN_09MDS30IKD",2.1084,67.77260274
"HAVEN_09MDS30IKD",3.9391,67.77260274
"HAVEN_09MDS30IKD",1.7364,67.77260274
"HAVEN_09MDS30IKD",1.6916,67.77260274
"HAVEN_09MDS30IKD",2.2243,67.77260274
"HAVEN_09MDS30IKD",2.5502,67.77260274
"HAVEN_09MDS30IKD",3.9012,67.77260274
"HAVEN_09MDS30IKD",2.5681,67.77260274
"HAVEN_09MDS30IKD",4.5272,67.77260274
"HAVEN_09MDS30IKD",1.7618,67.77260274
"HAVEN_09MDS30IKD",4.473,67.77260274
"HAVEN_09MDS30IKD",2.7703,67.77260274
"HAVEN_09MDS30IKD",3.2608,67.77260274
"HAVEN_09MDS30IKD",3.8449,67.77260274
"HAVEN_09MDS30IKD",3.1533,67.77260274
"HAVEN_09MDS30IKD",4.0985,67.77260274
"HAVEN_09MDS30IKD",3.8656,67.77260274
"HAVEN_09MDS30IKD",2.7172,67.77260274
"HAVEN_09MDS30IKD",2.3531,67.77260274
"HAVEN_09MDS30IKD",2.5899,67.77260274
"HAVEN_09MDS30IKD",1.5054,67.77260274
"HAVEN_09MDS30IKD",2.0508,67.77260274
"HAVEN_09MDS30IKD",3.5927,67.77260274
"HAVEN_09MDS30IKD",1.9388,67.77260274
"HAVEN_09MDS30IKD",3.1724,67.77260274
"HAVEN_09MDS30IKD",2.711,67.77260274
"HAVEN_09MDS30IKD",1.5917,67.77260274
"HAVEN_09MDS30IKD",3.3672,67.77260274
"HAVEN_09MDS30IKD",1.2893,67.77260274
"HAVEN_09MDS30IKD",4.9426,67.77260274
"HAVEN_09MDS30IKD",2.622,67.77260274
"HAVEN_09MDS30IKD",3.9931,67.77260274
"HAVEN_09MDS30IKD",4.3778,67.77260274
"HAVEN_09MDS30IKD",3.9228,67.77260274
"HAVEN_09MDS30IKD",2.4793,67.77260274
"HAVEN_09MDS30IKD",3.6961,67.77260274
"HAVEN_09MDS30IKD",3.1106,67.77260274
"HAVEN_09MDS30IKD",4.1488,67.77260274
"HAVEN_09MDS30IKD",2.0141,67.77260274
"HAVEN_09MDS30IKD",2.0296,67.77260274
"HAVEN_09MDS30IKD",3.1621,67.77260274
"HAVEN_09MDS30IKD",1.5761,67.77260274
"HAVEN_09MDS30IKD",3.1349,67.77260274
"HAVEN_09MDS30IKD",3.3481,67.77260274
"HAVEN_09MDS30IKD",3.385,67.77260274
"HAVEN_09MDS30IKD",2.7128,67.77260274
"HAVEN_09MDS30IKD",2.5563,67.77260274
"HAVEN_09MDS30IKD",3.1449,67.77260274
"HAVEN_09MDS30IKD",3.3696,67.77260274
"HAVEN_09MDS30IKD",4.7809,67.77260274
"HAVEN_09MDS30IKD",1.3866,67.77260274
"HAVEN_09MDS30IKD",2.0059,67.77260274
"HAVEN_09MDS30IKD",3.1982,67.77260274
"HAVEN_09MDS30IKD",2.956,67.77260274
"HAVEN_09MDS30IKD",2.9465,67.77260274
"HAVEN_09MDS30IKD",2.9811,67.77260274
"HAVEN_09MDS30IKD",2.3683,67.77260274
"HAVEN_09MDS30IKD",4.1849,67.77260274
"HAVEN_09MDS30IKD",2.6912,67.77260274
"HAVEN_09MDS30IKD",3.0991,67.77260274
"HAVEN_09MDS30IKD",3.166,67.77260274
"HAVEN_09MDS30IKD",2.6368,67.77260274
